BTCUSDT
Opentime;Open;High;Low;Close;Volume;CloseTime
1606918500000;19155.27000000;19175.00000000;18900.00000000;18987.84000000;1262.93164900;1606919399999
1606919400000;18988.41000000;19012.44000000;18850.00000000;18857.63000000;1088.96913500;1606920299999
1606920300000;18857.64000000;19003.91000000;18850.00000000;18910.21000000;979.12202200;1606921199999
1606921200000;18910.21000000;18980.22000000;18728.38000000;18952.00000000;1564.59274000;1606922099999
1606922100000;18952.35000000;18989.00000000;18826.65000000;18837.30000000;822.19717600;1606922999999
1606923000000;18837.29000000;18914.86000000;18779.51000000;18827.52000000;827.10737600;1606923899999
1606923900000;18827.51000000;18925.00000000;18813.26000000;18891.57000000;752.34213000;1606924799999
1606924800000;18891.57000000;18940.22000000;18770.00000000;18930.82000000;1273.34091000;1606925699999
1606925700000;18930.81000000;19015.70000000;18914.44000000;18978.61000000;738.96224400;1606926599999
1606926600000;18978.61000000;18978.62000000;18888.21000000;18912.74000000;572.53759200;1606927499999
1606927500000;18912.73000000;18912.73000000;18825.61000000;18856.25000000;719.54229300;1606928399999
1606928400000;18856.25000000;18893.67000000;18810.27000000;18875.90000000;495.43252300;1606929299999
1606929300000;18875.72000000;18950.00000000;18873.96000000;18904.76000000;564.40612200;1606930199999
1606930200000;18904.76000000;18946.01000000;18855.00000000;18880.92000000;544.44011200;1606931099999
1606931100000;18880.92000000;18999.00000000;18845.25000000;18976.33000000;774.08427900;1606931999999
1606932000000;18976.33000000;19046.26000000;18894.80000000;19019.28000000;853.53077600;1606932899999
1606932900000;19019.29000000;19068.00000000;18995.61000000;19061.37000000;747.55203300;1606933799999
1606933800000;19061.37000000;19064.27000000;19000.00000000;19024.53000000;470.51305800;1606934699999
1606934700000;19024.53000000;19048.97000000;19002.19000000;19011.99000000;434.27673000;1606935599999
1606935600000;19011.97000000;19128.71000000;19010.01000000;19053.43000000;729.59804800;1606936499999
1606936500000;19053.43000000;19053.71000000;18964.08000000;19009.45000000;510.38426800;1606937399999
1606937400000;19009.81000000;19075.00000000;18994.21000000;19072.64000000;347.93809400;1606938299999
1606938300000;19072.10000000;19139.06000000;19050.13000000;19101.10000000;540.57806300;1606939199999
1606939200000;19101.10000000;19150.00000000;19068.17000000;19073.06000000;567.24933600;1606940099999
1606940100000;19073.06000000;19100.00000000;19044.85000000;19084.93000000;515.34363100;1606940999999
1606941000000;19084.93000000;19150.00000000;19078.14000000;19140.40000000;532.51812800;1606941899999
1606941900000;19140.41000000;19150.00000000;19080.22000000;19083.40000000;460.66736900;1606942799999
1606942800000;19083.77000000;19168.91000000;19060.00000000;19077.51000000;592.45314500;1606943699999
1606943700000;19077.51000000;19094.79000000;19046.30000000;19052.99000000;259.22523100;1606944599999
1606944600000;19053.48000000;19104.69000000;19053.47000000;19076.45000000;256.66587900;1606945499999
1606945500000;19076.45000000;19150.00000000;19061.47000000;19145.01000000;378.02731800;1606946399999
1606946400000;19145.00000000;19235.00000000;19141.55000000;19195.77000000;803.41675900;1606947299999
1606947300000;19195.77000000;19232.88000000;19145.14000000;19159.49000000;427.54697000;1606948199999
1606948200000;19159.50000000;19187.00000000;19121.24000000;19158.17000000;254.16735400;1606949099999
1606949100000;19158.14000000;19197.40000000;19099.00000000;19111.13000000;360.22352000;1606949999999
1606950000000;19111.13000000;19170.20000000;19089.50000000;19150.25000000;434.29928700;1606950899999
1606950900000;19150.25000000;19191.89000000;19150.25000000;19186.84000000;418.35989900;1606951799999
1606951800000;19186.84000000;19230.00000000;19163.74000000;19225.59000000;555.34020600;1606952699999
1606952700000;19225.85000000;19260.00000000;19177.93000000;19204.09000000;604.40837800;1606953599999
1606953600000;19204.08000000;19299.00000000;19195.65000000;19243.94000000;857.09295600;1606954499999
1606954500000;19244.90000000;19288.00000000;19210.17000000;19222.51000000;437.99002700;1606955399999
1606955400000;19222.50000000;19222.51000000;19150.76000000;19173.72000000;548.02757400;1606956299999
1606956300000;19173.73000000;19198.00000000;19167.59000000;19180.00000000;288.45032900;1606957199999
1606957200000;19180.00000000;19184.54000000;19030.00000000;19059.57000000;1100.57238300;1606958099999
1606958100000;19059.58000000;19102.97000000;19054.55000000;19082.89000000;346.84851400;1606958999999
1606959000000;19082.88000000;19090.74000000;18946.49000000;18980.01000000;801.22236100;1606959899999
1606959900000;18980.01000000;19040.20000000;18940.00000000;19016.91000000;416.14667900;1606960799999
1606960800000;19016.92000000;19087.72000000;18945.00000000;19066.22000000;726.46951000;1606961699999
1606961700000;19066.57000000;19074.00000000;18996.03000000;19018.81000000;372.16453800;1606962599999
1606962600000;19018.81000000;19099.05000000;18978.25000000;19073.99000000;488.14639400;1606963499999
1606963500000;19073.98000000;19088.99000000;19027.21000000;19041.73000000;424.37366100;1606964399999
1606964400000;19041.73000000;19147.99000000;19013.17000000;19147.10000000;524.07212500;1606965299999
1606965300000;19147.11000000;19160.57000000;19110.92000000;19113.89000000;370.57097200;1606966199999
1606966200000;19113.88000000;19175.30000000;19100.60000000;19170.00000000;396.53503000;1606967099999
1606967100000;19170.00000000;19178.87000000;19080.01000000;19087.00000000;366.91519100;1606967999999
1606968000000;19087.01000000;19106.72000000;19065.99000000;19102.58000000;335.86014900;1606968899999
1606968900000;19102.59000000;19124.03000000;19033.15000000;19056.15000000;353.60034100;1606969799999
1606969800000;19056.15000000;19080.95000000;19022.22000000;19054.48000000;345.92333100;1606970699999
1606970700000;19055.32000000;19090.61000000;19035.00000000;19041.21000000;362.75950700;1606971599999
1606971600000;19041.21000000;19094.04000000;19028.70000000;19060.85000000;394.44350100;1606972499999
1606972500000;19059.56000000;19110.00000000;19040.40000000;19106.44000000;376.68889400;1606973399999
1606973400000;19106.22000000;19106.22000000;18867.20000000;18907.10000000;924.73404500;1606974299999
1606974300000;18907.12000000;18962.97000000;18897.00000000;18922.83000000;511.57304900;1606975199999
1606975200000;18922.83000000;19015.42000000;18880.51000000;18981.54000000;855.47078400;1606976099999
1606976100000;18981.54000000;19010.80000000;18950.00000000;18993.01000000;432.61092100;1606976999999
1606977000000;18993.47000000;19002.97000000;18949.13000000;18977.78000000;368.52642500;1606977899999
1606977900000;18977.78000000;18991.44000000;18943.97000000;18970.24000000;258.46581100;1606978799999
1606978800000;18970.24000000;18978.49000000;18911.00000000;18940.22000000;568.35334300;1606979699999
1606979700000;18940.23000000;19080.00000000;18922.47000000;19072.69000000;604.91402600;1606980599999
1606980600000;19072.69000000;19229.84000000;19070.36000000;19189.65000000;1264.55526800;1606981499999
1606981500000;19189.66000000;19250.00000000;19187.50000000;19208.11000000;749.36377000;1606982399999
1606982400000;19208.11000000;19225.34000000;19161.85000000;19183.50000000;611.63106400;1606983299999
1606983300000;19183.50000000;19450.00000000;19183.49000000;19427.03000000;3280.67275200;1606984199999
1606984200000;19427.03000000;19450.00000000;19357.33000000;19380.60000000;1278.56095500;1606985099999
1606985100000;19380.88000000;19399.00000000;19356.00000000;19378.79000000;1377.93993600;1606985999999
1606986000000;19378.79000000;19420.96000000;19097.60000000;19189.38000000;1998.64410000;1606986899999
1606986900000;19189.39000000;19241.97000000;19161.06000000;19190.26000000;894.22749100;1606987799999
1606987800000;19190.27000000;19276.79000000;19161.00000000;19252.12000000;740.28889100;1606988699999
1606988700000;19252.13000000;19365.01000000;19235.41000000;19363.99000000;840.70234400;1606989599999
1606989600000;19363.98000000;19364.79000000;19244.75000000;19276.23000000;684.82146000;1606990499999
1606990500000;19276.23000000;19397.67000000;19272.65000000;19394.03000000;723.12402500;1606991399999
1606991400000;19396.28000000;19422.90000000;19333.83000000;19387.99000000;1087.64599600;1606992299999
1606992300000;19387.99000000;19422.00000000;19351.00000000;19353.69000000;909.39125400;1606993199999
1606993200000;19353.69000000;19420.88000000;19290.00000000;19303.55000000;1039.26651400;1606994099999
1606994100000;19303.55000000;19444.40000000;19303.54000000;19424.39000000;1086.50835600;1606994999999
1606995000000;19424.38000000;19430.00000000;19359.85000000;19370.61000000;845.22235800;1606995899999
1606995900000;19370.61000000;19400.00000000;19320.00000000;19396.50000000;781.00913000;1606996799999
1606996800000;19396.49000000;19425.00000000;19270.60000000;19294.34000000;1037.65418300;1606997699999
1606997700000;19294.34000000;19319.86000000;19235.63000000;19313.56000000;860.54222400;1606998599999
1606998600000;19313.56000000;19338.65000000;19219.78000000;19300.02000000;601.73516400;1606999499999
1606999500000;19300.03000000;19333.33000000;19267.25000000;19321.26000000;573.32391300;1607000399999
1607000400000;19321.26000000;19375.16000000;19318.50000000;19336.17000000;547.56472100;1607001299999
1607001300000;19336.18000000;19370.49000000;19323.32000000;19334.99000000;564.59747900;1607002199999
1607002200000;19334.66000000;19340.00000000;19280.61000000;19292.17000000;738.62166300;1607003099999
1607003100000;19292.18000000;19327.69000000;19252.20000000;19281.00000000;546.84778200;1607003999999
1607004000000;19281.51000000;19364.68000000;19274.00000000;19354.77000000;653.21999500;1607004899999
1607004900000;19354.77000000;19397.00000000;19351.02000000;19372.81000000;574.40015100;1607005799999
1607005800000;19371.45000000;19372.53000000;19331.50000000;19366.24000000;524.06362000;1607006699999
1607006700000;19366.25000000;19370.92000000;19315.00000000;19351.32000000;445.10183700;1607007599999
1607007600000;19351.32000000;19355.44000000;19300.00000000;19332.38000000;488.17426300;1607008499999
1607008500000;19332.39000000;19399.26000000;19332.39000000;19384.24000000;529.78084400;1607009399999
1607009400000;19384.24000000;19420.27000000;19359.14000000;19387.29000000;832.44188400;1607010299999
1607010300000;19386.37000000;19536.20000000;19385.99000000;19535.00000000;2392.27538800;1607011199999
1607011200000;19535.00000000;19598.00000000;19282.00000000;19289.78000000;2989.09628100;1607012099999
1607012100000;19289.72000000;19377.16000000;19251.76000000;19370.01000000;1731.64198300;1607012999999
1607013000000;19370.01000000;19430.01000000;19360.30000000;19387.76000000;773.09736400;1607013899999
1607013900000;19387.76000000;19388.25000000;19310.49000000;19354.78000000;500.27786700;1607014799999
1607014800000;19354.78000000;19384.23000000;19211.00000000;19215.44000000;862.48454500;1607015699999
1607015700000;19215.06000000;19286.00000000;19194.06000000;19278.43000000;723.51791700;1607016599999
1607016600000;19278.43000000;19315.00000000;19236.13000000;19273.50000000;585.93251000;1607017499999
1607017500000;19273.51000000;19305.76000000;19248.69000000;19299.23000000;440.61644900;1607018399999
1607018400000;19299.24000000;19374.43000000;19299.24000000;19350.00000000;651.26063100;1607019299999
1607019300000;19350.01000000;19370.00000000;19342.99000000;19368.07000000;418.68172000;1607020199999
1607020200000;19368.07000000;19398.90000000;19355.00000000;19368.60000000;495.82809500;1607021099999
1607021100000;19368.59000000;19375.81000000;19330.49000000;19371.46000000;464.49980700;1607021999999
1607022000000;19371.46000000;19382.18000000;19328.51000000;19351.66000000;594.70912000;1607022899999
1607022900000;19351.66000000;19360.00000000;19334.69000000;19339.50000000;370.47154000;1607023799999
1607023800000;19339.60000000;19400.49000000;19337.00000000;19381.93000000;353.65187800;1607024699999
1607024700000;19381.94000000;19422.90000000;19374.98000000;19414.29000000;429.05623900;1607025599999
1607025600000;19414.29000000;19433.31000000;19372.50000000;19428.57000000;558.07646800;1607026499999
1607026500000;19428.56000000;19435.29000000;19358.06000000;19380.32000000;473.70353500;1607027399999
1607027400000;19380.32000000;19397.22000000;19306.27000000;19323.92000000;556.52220400;1607028299999
1607028300000;19323.92000000;19371.64000000;19310.51000000;19369.44000000;382.41138300;1607029199999
1607029200000;19369.44000000;19376.00000000;19328.92000000;19370.88000000;402.96454000;1607030099999
1607030100000;19370.88000000;19390.01000000;19350.00000000;19372.54000000;284.87322200;1607030999999
1607031000000;19372.54000000;19455.50000000;19365.44000000;19446.00000000;492.39563100;1607031899999
1607031900000;19446.00000000;19462.24000000;19424.80000000;19438.86000000;404.82538700;1607032799999
1607032800000;19438.86000000;19445.75000000;19420.99000000;19443.39000000;243.29158100;1607033699999
1607033700000;19443.37000000;19479.71000000;19436.03000000;19475.50000000;294.95772500;1607034599999
1607034600000;19475.50000000;19475.99000000;19433.00000000;19439.02000000;381.16439700;1607035499999
1607035500000;19439.40000000;19471.63000000;19402.00000000;19464.11000000;304.89722000;1607036399999
1607036400000;19464.12000000;19540.00000000;19463.20000000;19513.25000000;889.08709400;1607037299999
1607037300000;19513.25000000;19515.17000000;19420.08000000;19439.06000000;727.30490700;1607038199999
1607038200000;19439.64000000;19460.00000000;19433.67000000;19443.54000000;312.62790400;1607039099999
1607039100000;19443.53000000;19443.61000000;19402.11000000;19421.90000000;332.02098900;1607039999999
1607040000000;19422.34000000;19466.00000000;19378.92000000;19461.98000000;736.49206400;1607040899999
1607040900000;19462.00000000;19462.02000000;19418.36000000;19456.60000000;349.67712200;1607041799999
1607041800000;19456.61000000;19527.00000000;19451.83000000;19478.72000000;677.44612300;1607042699999
1607042700000;19478.73000000;19496.27000000;19447.93000000;19460.65000000;320.28491600;1607043599999
1607043600000;19462.49000000;19489.84000000;19380.00000000;19388.70000000;688.98350600;1607044499999
1607044500000;19388.70000000;19399.95000000;19350.00000000;19376.48000000;481.17759500;1607045399999
1607045400000;19376.48000000;19392.44000000;19322.20000000;19371.09000000;406.05477400;1607046299999
1607046300000;19371.09000000;19381.09000000;19319.39000000;19321.42000000;360.84075900;1607047199999
